date,star,like,comment
"September 19, 2021",5,9.0,"Updated: Have issues with the app on my Samsung Note 9. Unstable and locks up. That was what my original review was based on however, I installed it on another phone and it works perfectly. I have a Cord Zero Robot so there are usable features on the app and it's convenient. The layout and functions...
Full Review"
"September 5, 2021",4,5.0,"App is very useful. My son is starting to play around with remotes so instead of having the remote lay around, I tend to use this app lately. I think what can be improved is not needing to tap into the only remote or LG connected device that you have, it should just be open up front."
"September 14, 2021",1,1.0,"The power button for AC is located near the top right where you can also access other settings like energy monitoring so you can accidentally press the power button all the time.. Very stupid positioning, its frustrating having to accidentally restart your AC everytime you accidentally tap the power...
Full Review"
"September 11, 2021",5,2.0,"The smart diagnosis is a pretty good feature. It was able to diagnose a problem with the freezer door not completely closed. I still need to verify that this has solved my problem by waiting until the food in the freezer goes back to its frozen state. I'll find out after a few hours (or a little mor...
Full Review"
"September 7, 2021",1,17.0,"I just wasted an hour of my life downloading this app and pairing it to my TV, a long and very frustrating process, only to find out I can only turn it OFF with the app, not ON. What the hell is the point of that? Why would I use the remote to turn it on, and then my phone to turn it off? Yet anothe...
Full Review"
"September 9, 2021",1,1.0,"doesn't worth it, took forever to setup and no additional info is received! asking for an account to sign in and for the full date of birth! after all the pain to setup a fridge I can't even check the inside temperature with this app, you can only diagnose and it said all ok! worthless!!!"
"September 11, 2021",4,17.0,"I never write reviews for anything. This is more of a suggestion for an update. It works good for its purpose. The only thing I think that you should update is, when it's in the notification bar, you have the power button, channel and volume control. I think you should make those buttons a little sm...
Full Review"
"September 18, 2021",1,,"It's been more than 2 yrs without any sensed changes !! .. This App wouldn't allows you to turn on the TV , even after allowing it from TV setting, It doesn't turn OFF ! And can't link to Google home !. LG has to do better than that ! I wish I had samsung TV."
"September 12, 2021",1,18.0,"Requires location! For absolutely no good reason. Its like the app developers don't understand privacy. By switching on location I give access to Google. I don't want that. Yet I am forced by LG to give Google my location so I can operate my appliance! My appliance doesn't have GPS! And it needs my ...
Full Review"
"September 19, 2021",5,,"The app works well with my devices. Finally works on tablets too. A long awaited update. Now it would be really excellent if it could work with android wear too, like smarthings does. Just hope it won't take as long to implement like the tablet update did. Thanks you Dev team keep up the good work ;...
Full Review"
"September 5, 2021",1,18.0,"1. Doesnt turn on my smart TV, unless I do manually. I KEEP AND KEEP TRYING. INSTALLED AND UNISTALLED AND NOTHING. Only allows to turn It off and use the other moves with the exception of turn it on which is the most important one. 2. Does not support Alexa in my country DR. 3. Once it turns up manu...
Full Review"
"September 12, 2021",5,2.0,"I love having my LG appliances, all with the compatibility to 7se this app! Makes life a bit less worrisome to be able to check randomly to see if everything is all good. As well as having notifications to let me know when things aren't all good!"
"September 8, 2021",2,2.0,"Doesn't ever sync the actual temperature my AC is set to, so all I ever see is 64 degrees. Completely useless unless I'm in the room to physically read the set temp from the device itself. At least open up the SDK to people if you're not going to put in the time with the app."
"September 11, 2021",1,2.0,"Made the mistake of buying a POS LG washer and get the unbalanced load error all the time even when empty (Google LG washers before you buy one). 2 days after the first error code it began showing multiple codes and just shutting off on its own. Used the app to run diagnostic and it shows everything...
Full Review"
"September 14, 2021",1,3.0,"Not really useful. This wont work with Google and Alexa. Also no IFTTT integration. Only thing a customer can do is add the product (LG smart washer in my case) in this app and select washing cycles manually. Not really smart in anyway. How could LG sell washing machines in India advertising it is s...
Full Review"
"September 4, 2021",2,11.0,Would like to have seen more features for a dishwasher. Like to initiate a cycle from the phone. The wifi on a dishwasher is wasteful if all you can do is only monitors the cycle. It would be great if you could close the door. Select cycle and other settings then start all on the phone.
"September 8, 2021",2,,"Disappointing as a formal app. Doesn't have shortcuts (long pressing on a number), The phone casting feature, once enabled, wouldn't disabled (only can disconnect TV), In general I like simplicity but this pannel is too simple, lacking of essential features."
"September 11, 2021",1,,"This is a utility app to control devices that you've purchased, and it does fairly well in that regard. However, after spending nearly $4,000 between my washer, dryer, and television, seeing advertisements in this app is extremely distasteful."
"September 5, 2021",2,9.0,"Won't connect to Google Home. It used to work, but ever since LG updated their operating system it simply will not work with Google Home. The LG app works like it should, but even though I've reconnected the service to Google multiple times it will not turn the TV on or off."
"September 16, 2021",1,21.0,"App was working just fine a little over a week ago. Now, nothing. App won't link/register my TV. The app sees my TV's ""name"" but will not connect. The Q-Scanner is worthless, having once worked but is now DOA as well. No changes in my phone's security settings or otherwise. This app is just DOA. Was...
Full Review"
"September 6, 2021",1,3.0,"App replaced the TV remote app LG used to have, doesn't even replicate basic features of the old app, is rife with ads. If you have the old app, keep it. If you have a brand new LG TV, return it. I wouldn't have bought my TV had I known they'd replace the old, better app with this piece of garbage."
"September 16, 2021",1,,"App will not pair my TV no matter what I do, was on customer service phone call for one hour. It only paired my washing machine. They should not have an app that claims to pair devices with Wi-Fi but does not work, big waste of time."
"September 18, 2021",3,,It works to turn my Ac unit on and off at a certain hour but I have to manually set the temperature. The app needs the ability to set different temps at different hours like at 10am go to 72 and at 2 pm cool to 68. Then at 6pm cool to 74 and so on. Needs some more programming abilities.
"September 18, 2021",1,,"Doesn't connect to my LG 65UH603V. Tried everything available online but my TV just doesn't appear on the list! Strange thing is that casting works perfectly well from my phone but when I want to use my phone as remote, nor LG TV PLUS works nor THINQ. Very disappointing!"
"September 18, 2021",1,,"Bad experience so far, I can't change the language setting which defaults to English. Then when I go to my actual information it shows up in French. This is totally useless and a big no-go!"
"September 13, 2021",2,1.0,"Edit: PLEASE stop asking me to register. No matter how may times you close the prompt or hit ""do not register"" it pops up EVERY SINGLE TIME and to top it off there's a delay. So when you try and quickly hit an action IT MOVES."
"September 12, 2021",1,1.0,"Samsung Galaxy s20 FE my TV is a UN7300AUD This thing will not work at all. I can't connect my device no matter how many times I enter the pin or hold my device up close to the screen. And when it foes connect the TV won't show on my phone Both my devices are on the same network. Everything worked j...
Full Review"
"September 9, 2021",5,1.0,Left a 1 star review before because my phone wouldn't mirror anymore. Thought us was their TV but replaced my cable modem and it's fixed. 5 stars now. I have an LG G1 65 inch. Best TV ei have ever owned. Awesome app integration.
"September 9, 2021",2,,"Schedule feature is lacking. I do like the ability to shut the device on and off when I'm away. However, like most thermostats, I can't schedule different temperatures throughout the day."
"September 18, 2021",1,,"I already did what you told to people about the agreement , but I can't open it with my tv which impossible for me to connect this app to my tv. Your new idea or transformation about this app should make it easier for people to use not to make it harder"
"September 16, 2021",2,,"Frustration. I connected the app with my washer/dryer combo with some difficulty. However, the downloadable cycles are a huge disappointment. ""Duvet"" programme runs on cold which is an absolute nonsence. Is it possible to add temperature controls to certain programmes? It would be most helpful."
"September 7, 2021",1,2.0,"lg tv will no longer connect to Alexa app despite re-setup as before. It is an issue on LGs end, not the Alexa app, as Alexa is able to discover other non-LG devices. Seems like many others are having this issue recently."
"September 19, 2021",5,,"Late last night the batteries of my remote died, didn't no idea what to do, explored a little bit and came across this application. Loved it. I am using it more than the remote now 😅"
"September 10, 2021",1,2.0,"Great for a little while with my TV, now it's stopped working completely so I may as well get rid of the app - I wish I'd kept the old one now. With this one I've tried uninstalling and downloading it again to no avail, fun while it lasted."
"September 11, 2021",1,,"Was great at one point, now it won't allow A connection to a 5G network like my router and phone. What a huge disappointment!! Anyone having similar issues?? Can this be resolved please?"
"September 18, 2021",5,,"1. Indoor temperature in remote is 31°c but in app indoor temperature is 27°c,set temp is 27°c how ? And ac is assuming room temp reached 27 and not running 2.Most of the time works best .but sometimes air conditioner wifi can't reconnect to network after power failure. It would help a lot if you ad...
Full Review"
"September 6, 2021",1,4.0,"Failed to connect to my AC. No matter how many times you try , whatever you do, the app throws Failed to connect error. I gave up after trying for 2 days. Feeling like wasted money in buying WiFi AC which infact isn't working at all"
"September 17, 2021",1,,Worked great for awhile - now I have to keep connecting my WiFi to both washer and dryer almost daily now. Since they are in the basement I loved getting the notifications that cycle was complete but it will even disconnect that day
"September 19, 2021",2,,Still not reliable. Never know whether the devices will respond or not. Besides that the biggest negative aspect is unavailability of integration with Amazon Alexa within European countries.
"September 3, 2021",1,2.0,It can't even recognize if tv is on or off. Full of bugs. it is a shame for LG to publish such an app. I won't even think about LG products anymore. LG doesn't care about customers in any product. Zero star
"September 3, 2021",5,1.0,Quite surprised this app is well executed. I have Blueair air purfier is quite laggy to send commands to the device. For this LG app any command executiom is almost immediate. One downside is the lack of advanced features to customise i guess is more targeted towards simplfied end user experience
"September 20, 2021",5,,Nice apps. Nice AC. Mine is LA080EC and LA150EC. Really saves a lot. A freedom from electric co.
"September 20, 2021",1,,"This app doesn't work. I can't cast to my tv anymore, can't screen share anything anymore. Why even bother creating an app if isn't going to work. Fail."
"September 12, 2021",1,1.0,"The app can't run on my TV Box, it says 'Cannot run on a rooted device' however, I didn't root it. If it can't detect rooting correctly, then remove that check."
"September 3, 2021",1,1.0,"What a disaster. You can't read the touchpad on the appliance as it's not lit, the app gives no indication that it's waiting for user input, and then to top it off there's nothing in the printed owner's manual."
"September 9, 2021",4,1.0,great app but it seems like it should be able to turn on the washer and dryer too...I know I forget my wash and need to do a quick cycle to get the overnight funk out.
"September 11, 2021",4,1.0,No indicators of what the appliance's capabilities thru app. You don't find out until you connect app to each appliance whether it has full app capability or is too old and featureless.
"September 16, 2021",2,,"Doesn't actually work through Google Home, just creates a loop of logging in and failing, but works as a remote, so there's that."
"September 5, 2021",1,,"I have an lg account which I have no problem logging on pc. When I tried the same id on this app, it says ""This is a Facebook signed up account. ..."" Please tell me how to fix this."
"September 9, 2021",1,,My TV no longer connects to the new LG apps and there seems to be no legacy app available. I am not buying a new TV just so the app works to connect my phone to the TV.
"September 4, 2021",5,,"It's a handy little app, especially if you have multiple LG devices. I love that my TV can tell me when my washer/dryer is done with a cycle and such :)"
"September 7, 2021",5,1.0,"A nice design app and refrigerator. A lot of space optimization and light, much better than Samsung. It could be better if add current temperature of refrigerator and freeze on app."
"September 11, 2021",2,,"Would be nice as backup remote but often cannot detect the TV or maintain a reliable connection to it, which makes this app mostly useless."
"September 8, 2021",3,,Schedule is limited. Why would a schedule be limited to only on/off for an air conditioner? Shouldn't it include temperature settings at different times? Disappointed! It is handy but really?
"September 19, 2021",4,,"This is a nifty application but I would like to see a setting for only notifying problems, like the load being unbalanced or the appliance catching fire"
"September 3, 2021",1,1.0,"Me 2 months ago: installs and uses the LG ThinQ app on tablet. LG today: here's an update, you can now install and use the LG ThinQ app on tablets. Whaaaaaaa? This app is very annoying, loves to provide notifications."
"September 12, 2021",4,2.0,"Finally able to turn my telly on via the app :) only thing missing for me, is being able to select apps on the telly (like netflix, photo and video, etc) straight from the app..."
"September 7, 2021",4,,"Saves the day when the remote is lost. Connection issues occasionally, but usually ends up being user error..."
"September 8, 2021",1,,"This app is a total pos, the TV app it replaced was fine. Does not find the LG account I created on my pc, insists on geolocation to add a TV."
"August 31, 2021",1,5.0,"Normally works great but after update it disconnected all my tvs and appliances. Go to add them and app crashes. Try to power off existing appliances off with app and nothing happens. Yes, it's the correct appliance and yes, it is on the correct wifi. I feel stuck and unable to do anything to fix ap...
Full Review"
"August 30, 2021",3,1.0,"Looks like it's just another remote through your phone. I was looking for the power management but can't find it. Googled a few vids and I can only assume that not all advertized ThinQ enabled products have that feature by default. Also I don't know the reason why they need your GPS data. Anyway i'l...
Full Review"
"September 3, 2021",1,1.0,"LG keeps updating the app and somehow makes it worse every time. Now it doesn't work on my tablet. No local control, everything goes through the cloud so it's laggy AF or times out, despite having 300MBps Internet. Again, poor app architecture, poor update planning. Useless customer service too. I'm...
Full Review"
"September 10, 2021",1,,This app connects to my LG smart TV maybe 25% of the time. As a result the TV remote feature on in this app is mostly useless.
"September 7, 2021",3,,Best score I can give it is 3 stars because it doesn't retrieve the correct status unless I close and reopen the app 2-3 times which takes time...
"September 11, 2021",1,,"More often than not will not show TV as turned on even when it is. Thus, rendering this app useless."
"September 8, 2021",1,,"I been using this app for about 6 months now. It worked perfect up until a month ago, now it will not connect for me at all."
"September 18, 2021",1,,Please include option to program a switch off an air cond. without having to program to switch it on first. Want to use this for accidental cases that kids leave on their airco's.
"September 4, 2021",5,1.0,"excellent app ,simple and reliable only if it won't not use the Bluetooth and ask for the GPS every time I open it , it will be amazing"
"August 28, 2021",2,,"TV shows as disconnected 95% of the time. I usually have to force close the app and try again every time I want to turn the tv on, and even then it doesnt work sometimes. This wouldn't be such a problem if my magic remote didn't stop working as well. For such an expensive product, LG needs to do bet...
Full Review"
"August 22, 2021",4,127.0,"I love this app. Very simple, powerful, and good looking. Yet, over the past week, the app suddenly stopped loading. I have tried closing the app, restarting my phone, clearing data/cache, and reinstalling but nothing has helped. I want to give this 5 stars but I don't think I can until this is fixe...
Full Review"
"September 15, 2021",1,,"App keeps crashing when trying to connect. You don't have full functionality unless you use app, they don't support 5Ghz"
"September 10, 2021",1,,Just bought a 30 cubic ft fridge with all the features. But the App does not connect to my relatively new ORBI WI-FI or Alexa. Waste of time
"September 18, 2021",4,,"Please add function ""Spin only"" to download circle for the washing machine. The existing function is ""Rinse+spin"""
"September 6, 2021",5,,Wow... All of the options and convenience's doing pretty much everything on my phone. I can operate my tv on my phone. I Love it 😍..
"August 30, 2021",1,,This newer version is terrible. The older version was much better. The new version the tv didn't stay connected to app. In my opinion harder to navigate than the older one. Please take off the notice of the older app to update to this one it isn't worth it.
"September 3, 2021",1,2.0,I connected with my Tv. Screen mirroring unavailable and mobile content display also very lag and sometimes even went to disconnected.old LG web os was far better. Really unsatisfied
"August 25, 2021",2,2.0,"Every major appliance I have is LG. However they have this and at least two other places online that don't talk to each other requiring you to log in, input all purchase data, etc. I get LG notices to replace the water filter in my refrigerator, which I bought direct from LGs website, but it's not l...
Full Review"
"August 24, 2021",1,3.0,"Pairing stopped working. New phone has the same problem so clearing cache and reinstalling App is NA. I don't get an error pairing the phone. It's the washer/dryer pairing that is the issue. The app shows they are paired, but the dryer settings don't get downloaded. It worked until recently. I suspe...
Full Review"
"September 3, 2021",1,5.0,Never ever this app connects automatically i have to manually connect it everytime i turn on my tv and even then the success rate is like 2 out of 5 times it's simply horrible
"August 31, 2021",1,15.0,"Can't turn AC on or off on a rooted device. Google assistant recognizes the device but can only.turn it off, not on. Useless use of root check. They responded that it's due to ""security concerns"" but that's bogus. I fail to see how my rooted device should prevent me from using the smart features of ...
Full Review"
"August 24, 2021",1,29.0,"The app turns on your Bluetooth (without asking and keeps it on) every single time you open it even though it doesn't need it. It also ask you to turn on GPS everytime you open the app, again it doesn't need it. All it needs is an internet connection to control your devices so the fact that it keeps...
Full Review"
"September 8, 2021",1,,Nothing will connect at all! Might have to go back to Samsung and send this back!
"August 27, 2021",1,33.0,"The latest update has disconnected all my devices that were working fine prior. Wifi has no issues on any other devices only the LG app. I have cleared cache, forgot network and reset up, used a hot spot device as recommended by LG. If you get lucky you can get it to work for about 10 minutes then i...
Full Review"
"August 22, 2021",1,6.0,"Don't buy anything LG. aside from the mediocre app, LG has the worst planned obsolescence policy I've ever come across. We bought a brand new LG webOS TV end of 2018, Ive been noticing apps that I can't find or install and it's because my tv won't update past webOS 3.9. LG wants you dropping $1000 o...
Full Review"
"September 4, 2021",1,,Unable to link with Google home due to a temporary error. Says device is not available when is clearly available in in the app
"September 17, 2021",1,,Just plain old doesn't work. Wasted an hour of my life on this rubbish. Not getting that back...
"September 11, 2021",2,,"It worked at the beginning for my TV, but now it just won't even load or connect me to my tv"
"August 5, 2021",4,3.0,"I love my Dual Screw Inverter AC unit. I wish it had Heat also but that may be my fault. I've had it a few years now and can't even remember if it was available with heat. The LG Thin App doesn't work on my Tablet, which is what I use the most around the house, where the App is needed the most. That...
Full Review"
"September 15, 2021",1,,Most of the time unable to search the TV. Private Apps like MI mobile remote .. is much better than it
"August 22, 2021",1,8.0,"I just bought a refrigerator and added it to the app. The problem is I cannot activate the craft ice feature on the app or in the refrigerator. It looks like regular square ice. I should be able to access the craft ice finction via the app, but the option does not show up, just two power saving opti...
Full Review"
"September 12, 2021",1,,Lost the connection to my tv and now won't reconnect. No idea why but I've tried so many times now I'm giving up.
"September 15, 2021",3,,Need to force quit between each TV session. Used to integrate Verizon FIOS controls but no longer does (same with magic remote.)
"September 19, 2021",1,,Just straight up not working. Nothing to do with other devices. Keeps saying my information does not comply when creating an account
"September 6, 2021",1,,Lg app looses connection with lg mobile airco. Over and over again. Please improve the app for airco. As this is not workable
"September 8, 2021",1,1.0,Why i have to give permission to access my private data just to use a App that doesn't have any good features. Why LG needs photos and other personal data. How can you enhance app feature by taking photos of a user and other stuff..
"September 19, 2021",5,,"Current Power Consumption Based on 0:00 200kWh... I know you say it may vary slightly, but this is definetly bugged for an AC..."
"August 9, 2021",3,,"Good idea, poor functionality. The controls for dehumidifier are very basic. No indicator that pump is on or off, no switch for pump off, no indicator of water level in the tank, no history when the tank was emptied, no time of operation, water collected etc. Problems to connect device to the app if...
Full Review"
"August 30, 2021",1,26.0,"I recently bought a LG C1 TV and my kids misplaced the remote. I figured I'd be able to use this app as a replacement but it requires you to create an account or link your Google or Facebook account. That is a hard no from me, there is no reason it needs an account when it should be able to link wit...
Full Review"
"September 1, 2021",3,8.0,"I've gotten my other devices to connect finally but in trying to get my C9 TV signed into my new account, I'm getting a blank black when I select to ""Link To Devices for Voice Control"" and then Google Assistant."
"August 22, 2021",1,3.0,"I am using this app to operate my AC. The app is very slow and lags alot. It takes too much time to load, optimise and seriously I'm better using Alexa echo dot which is much better. I have installed this app in 3 phones to test but facing same issues on all 3. Always have issues with network connec...
Full Review"
"September 4, 2021",5,1.0,I love that I can do a diagnostic test on my washer. it let me know when should do a tube clean and if there is anything wrong
"August 30, 2021",4,,"Great app but missing features. I like that I can controller smart home devices on here including my TVs since phones have dropped IR blasters. However, smart TV app should have an onscreen keyboard. The trackpad and numbers are great But I would love to be able to actually type when searching YT or...
Full Review"
"July 8, 2021",1,51.0,"This app worked perfectly for the first 6 months. Signaled when done for both WASHER & DRYER. The next 6 months only sporadic notifications for the washer (50%) and rarely for the dryer (10%). I have a state of the art mesh system. I've reset the app, appliances & mesh system in every conceivable wa...
Full Review"
"September 7, 2021",1,,"Ooof. New washer and dryer directly from an appliance store. Straight up won't allow wifi communication, and doesn't even know my dryer exists. How is this better?"
"August 21, 2021",2,,"The remote interface for the tv was awesome at first by allowing us to watch content from the phone on the tv while still being able to use the remote interface... but the interface won't allow us to watch media and back out to use the other functions on the remote without shutting off the media wer...
Full Review"
"September 5, 2021",1,,"When I try to cast video content to the screen, the app restarts over and over."
"August 20, 2021",2,1.0,"After our dishwasher broke and since we have recently bought an LG OLED 65CX we've decided to spend the extra money and buying an LG Dishwasher. Unfortunately it seems the ""smart"" part dis dumb as a doorknob as there's literally nothing ""smart"" about what you can do with the app. The only options se...
Full Review"
"September 13, 2021",5,,really helpful it helped me diy my fridge no repair man for me after replacing a defrost sensor that the app recommended. good
"September 11, 2021",1,,Not what I expected. I wanted it to check the time left on my washer and dryer. And all it does is diagnosis the appliances.
"August 31, 2021",1,,Can't even connect to the TV which is why I downloaded the app. TV gives code but then returns to slideshow screen immediately that I can't even enter it. I just gave up trying to pair it to my phone.
"September 5, 2021",1,20.0,"Still no LG TV Plus features in this app, LG TV Plus app removed from playstore, users left with disfunctional home screen that still offers to link with app that doesn't exist anymore."
"September 1, 2021",2,,"Why is this happening? I have this app on an OnePlus 8 Pro device. My LG washer is connected flawlessly to it, but the app doesn't discover my LG OLED SMART TV. I don't know why is that. Tv is connected to the same wi-fi network as the phone..."
"August 18, 2021",4,29.0,"I've done some digging around and found that OnePlus 7 Pro users have had the same problems as I have for over a month now: the loading screen is stuck after logging in. It seems like many reviewers have pointed this out and the same generic response has been given. It would be lovely if LG could re...
Full Review"
"August 15, 2021",3,50.0,"Hmm limited function for fridge freezer. It only seems to notify when the power freeze function is turned on or off. You are also able to set the temp. As far as I can see. That's it. My new fridge got turned off by accident and it would have been good if I got a notification. I get that it will onl...
Full Review"
"August 11, 2021",3,24.0,"The TV remote is less clunky than other apps. No ads. Having a scroll bar next to the track pad is good. And there's an option to mirror your phone to the TV pretty easily. Wish some functions could be done on the phone screen instead of having to go through the TV interface, like app shortcuts, cha...
Full Review"
"September 3, 2021",1,1.0,"Google assistant not supported in my country. Why? It only needs internet, why does it matter which country I live in? Can't link my AC to Google Home because of my location? I can control the AC within the app so why does it matter where I am located? Instead of just saying hey Google turn on AC, I...
Full Review"
"July 30, 2021",1,112.0,"Never was able to connect - tried and tried. Ultimately I was happy that it didn't work as those terms of service are quite scary. They pretty much get full access to your life. All your information on your phone and anything connected to your home network. All this for the mere convenience of contr...
Full Review"
"September 18, 2021",1,1.0,Purchased new LG Refrigerator and LG Oven. Both Wifi enabled. App connected with Refrigerator fine. Will not connect with oven.
"September 1, 2021",1,,"The latest update to the app is preventing me from connecting to my fridge. Everything was working fine until the update. I tried unplugging my fridge, reinstalling the app, resetting routers and no luck. This is very frustrating"
"July 12, 2021",1,6.0,"AC initialization is time consuming Function/feature insufficient Cannot get AC's MAC address to have private router whitelist it, so I have to remove filter from my router [LATEST VERSION] IT IS FRUSTRATING. It even cannot connect my AC with ""Disconnected. Check wifi connection"". Although I turned ...
Full Review"
"August 11, 2021",2,36.0,"Initially a good app, offering convenient control of an air conditioner. Had none of the problems connecting over wi-fi others experienced. But an update a few weeks ago made the interface a bit less useful. Then an update on Aug 11 introduced a nag message to allow invasive info mining of my phone....
Full Review"
"August 23, 2021",2,1.0,"Appliances constantly disconnect. Apparently there is a firmware bug that makes them lose connection. When it works it is nice, but it's just a hassle and really disappointed me in my LG products."
"September 18, 2021",2,,The app is asking me to register my washer and dryer even though I already did that. because of that it's lost track of when I need to do the tub clean
"August 17, 2021",2,47.0,"App does not find my new lg washer or dryer. Has trouble connecting to 'server'. No useful error information. And it's not my local wifi - it's is the only app that has problems. Also, everything I find on the web seems to be for a previous version of the app, so connection instructions on the web d...
Full Review"
"July 12, 2021",2,104.0,"I really like this app, the design, how it works, the controls, everything... Except that for some reason, it won't connect to Google Home in any way. Not really sure if this is Google's or LG's fault, but really?... Not supporting to connect in my country?... What's stopping these two apps from jus...
Full Review"
"August 2, 2021",3,21.0,"A mixed bag. The app works well, with a nice UI, although I wish I could get rid of the Amazon Dash banner. ThinQ as a service though leaves a lot to be desired. It's constantly disconnecting from Google Assistant and both Google and LG just point fingers at each other and no one actually assists in...
Full Review"
"August 4, 2021",2,10.0,"Very limited application. 1. I can only connect one account on one device at a time. If I search for my WiFi enabled washing machine on another device with a different account, it fails to find it. 2. You can remotely switch it off but you cannot remotely start it. Whats the point of the app then? 3...
Full Review"
"July 10, 2021",1,12.0,"It took a lot of time and tries to connect my TV because the TV would hide the code saying the phone was ready. After 8 tries it got in a weird state that moved forward. It then asked for the WiFi password. The TV and the phone were already connected. The UI was not working properly and I couldn't a...
Full Review"
"July 25, 2021",1,31.0,"Currently a waste of space on my phone. Have done all of the troubleshooting steps & everything is fine but can't add/connect a washer & dryer. My phone could connect to the internet through them though. That's neat but it doesn't help me at all and not what I was wanting. The washer and dryer are b...
Full Review"
"September 10, 2021",2,,Cant connect to tv 90% of the time used to work great now good luck on connecting even when tv is on
"August 17, 2021",4,14.0,"I use the app only for airco control. The app allows for (nearly?) all features of the remote control and adds some like more advanced time scheduling. It works also when not at home. There is room for improvement: The step change in temperature is 1 Celsius... I would have preferred a step change o...
Full Review"
"July 26, 2021",1,11.0,"This app is a joke. Not only do you have to be on the same Wi-Fi network but, you have to be on the same. Of course the TV connects to 2.4 GHz while every other smart device we own connects to 5 so the only way to get them to connect is to turn off the 5 GHz channel. I don't understand how the LG Sm...
Full Review"
"July 10, 2021",1,16.0,"I was using Google assistant to control the television and it suddenly won't work, and when I look for instructions on how to set it up it says to hit the home button and then press the set up TV with Google assistant but that option is not available. it was working before and now suddenly it's not ...
Full Review"
"August 16, 2021",1,4.0,"The Smart Pairing between our dryer and washing no longer works after the latest update. What a disappointment! I contact LG Support UDA via FB and the troubleshooting link they sent just takes me to the landing page on their website for the app. There is no self-help troubleshooting that can fix th...
Full Review"
"July 26, 2021",2,6.0,"My smart tv work well but to control the tv we need to connect our smartphone to the same wifi that tv was connected. So it didn't work with mobiledata. Also i tried many times to connect with Google assistant it also didn't work they can't detect smart tv. Then why it called smart? 200 rupees smart...
Full Review"
"August 22, 2021",3,,"Disappointing for LG tv. The home screen is super cluttered with ads, but worst if all the tv remote isn't very functional. Can't select any of the content providers like Netflix or Amazon. Sort of why bother. Total disappointment"
"September 19, 2021",4,,"Handy if the remote is out of my reach, I'm not sure of the technology I assume it is wireless but I cannot turn the TV from standby?"
"September 7, 2021",3,,Good working app. Please add feature for dark mode and ability to control LG 4K Bluray players also.
"July 19, 2021",1,71.0,"This app made me sign in and give my DOB, and then just shows a splash screen of cartoon appliances. Is that all this app is supposed to do? How is this better than the LG TV remote app? Why keep bugging me to upgrade an app that works fine to one that does nothing useful? As far as I can tell, it's...
Full Review"
"August 7, 2021",1,2.0,"This app is not working anymore. After asking me to sign in again, it just stayed on the LG Thinq screen and not doing anything. ALSO, the app automatically opens bluetooth, bad design if the app cannot even distinguish what appliance is connected to it, I'd understand of I connected a TV to it and ...
Full Review"
"September 19, 2021",5,,"I downloaded the app for my new LG washing machine , and run a diagnostic to see if the app works, it worked perfectly fine."
"July 21, 2021",1,26.0,"My review appears to have been deleted (not by me). App only connects to my washer & cannot find the dryer to connect. This defeats the purpose of synchronized start & finish times. This also means I can't download the extra optional dryer settings. A simple google search shows many others have the ...
Full Review"
