title,date,content
엄마 선물로 드렸는데 너무 좋아하시네요. 냉장고라는게,21.06.19.,"엄마 선물로 드렸는데 너무 좋아하시네요.
냉장고라는게 한번 구입하면 정말 10년은 넘게 사용하게 되는것 같아요.
이사할 때 말고는 이동할 일이 없으니.. 항상 그자리 그대로 있으니까요.
기존에 LG 디오스 냉장고도 15년을 쓸만큼
간간이 냉동실의 플라스틱 서랍 한두개 부품 교체외엔 특별히 고장없이 잘 사용했는데
정말 냉장고가 '새거사줘~~ 바꿔줘~'하는지.. 더이상 부품이 없을 상황일때 딱 교체했네요.
정말 시원하게 잘쓰고, 애용했는데...

이번 냉장고도
요즘 트랜드에 맞게 문짝 4개이되
하단2개 냉동고,
상단2개 냉장고로
정말 잘 이용하게 설계됐네요.

엄마가 너무 좋아하시면서
바로 친구분들 불러 자랑하신다고 하시더니.. 급가야
동네 친구분들, 멀리사는 이모, 등등
정말 엄마 지인분들은 다 부르신듯.ㅎㅎ

70대 울엄마~
냉장고가 저보다도 저 좋아하는 친구인데
벌써부터 이마트가서 나르고, 채우고 하시더니
든든해 하십니다.

""1등급이라 그런가? ??""하시며
아래저래 이뻐보이나 봅니다.
딸래미보다 더 이뻐하면 안되는데..ㅠㅠ"
엘지디오스양문형 자취때쓰던거 고장안나 결혼하고도계속쓰며,21.07.30.,"엘지디오스양문형 자취때쓰던거 고장안나 결혼하고도계속쓰며 고장나면 바꾸자했는데 13년째고장난적한번도없이 소음도없고 냉장냉동 너무잘되고 해서 아까워 그냥쓰다 이만하면잘썼다해서 ㅋ그냥바꿨어요 배송은 빨랐구요
기사님들 더우신데 젊으신두분께서 친절하게 잘설치해주고가셨어요 더운날에괜히 죄송스럽더라구요
근데 분명 전냉장고보다 리터수가 차이나는데도 정리하다보니 뭔지 수납이좀어정쩡하고 많이 안들어간다는느낌을감출수가없네요 분명더큰건데말이죠 4도어라그런걸까요?느낌상?900리터짜리를 샀어야되나 ㅠ
글구 전에냉장고는 열고닫기편했는데 ㅋ없어서 불편하달까 ?벌써손가락한번끼었네요 ㅋ익숙해지겠죠
근데 확실히 서서 냉장냉동 넣고꺼내다가 냉동이밑에있어서 불편하긴하네요ㅎㅎ
무튼기사님들 많이고생하셨어용"
8월 2일에 주문해서 8월 13일에 설치 받았습니다...,21.08.21.,"8월 2일에 주문해서 8월 13일에 설치 받았습니다~ 20일 배송이라고 연락 받았었는데 일주일 빨리 받았어요^^

친정집 냉장고가 13년정도 사용했는데 냉동실이 고장 나서 급하게 이것저것 살펴보다 가성비 좋은 제품 구입했어요.

냉장고는 뭐니뭐니 해도 용량 크고 1등급 제품이 최고라고 생각해서 이 제품 선택했습니다~

4도어에 1등급 최곱니다~

저희집 냉장고도 바꾸고 싶네요~^^

기존 냉장고 가져가시고 좁은 집에 설치 하시느라 기사님들 고생하셨습니다. 잘 사용하겠습니다~"
조금 기다리긴 했으나 기다 린만큼 만족100%입니다.유,21.08.14.,"조금 기다리긴 했으나 기다 린만큼 만족100%입니다.유행타지 않는 심플한 디자인에 1등급 이라 좋아요.
무엇보다 기사님들이 너무 친절하셔서 감동입니다.아침부터 전화오셔서 ㅅㅣ간체크 틈틈히 해주시구
더운 날씨인데도 자기 물건처럼 조심조심 옮겨주시는데 너무 감동입니다. 항상 웃는얼굴로 원하는대로 다 해주시구 너무 친절하셔서 더운데 죄송 스럽기 까지 하더라구요.ㅠㅠ정말 브랜드 자부심이 상품+직원서비스 까지 포함되어 있네요.직원분들 설치너무 잘해 주시구 가셨어요.냉장고는 LG가 최고라 늘 LG만 들이고 있어요.잔고장 없이 튼튼하고 사용하기도 편리하구 작동 잘됩니다.칸칸이 사용하기 편리하게 되어 있어 물건 놓어 두기에 불편함 없이 잘사용할것 같네요.안쪽도 널찍해서 용량이 큰게 너무 좋네요.분류도 쉽게 되어있구 기다리는동안 조금 지루했는데 기다린만큼 잘샀다싶어요.아참~!품질도 10년 무상 보장입니다.그만큼 고장나지 않는다는 말이겠죠^^사용해보니 알겠더라구요LG냉장고의 좋은점을^^망설임 없이 또 다음 냉장고 예약입니다....b"
일요일주문하고 화요일받았습니다. 시간도 잘맞춰서 와주셨구요. 마무리까지 깔끔하게 해주고 가셨어요~ 너무 감사합니다! 12년되더니 망가져서 구매했어요~ 홈바없는걸 처음써보는데 그닥,21.03.30.,일요일주문하고 화요일받았습니다. 시간도 잘맞춰서 와주셨구요. 마무리까지 깔끔하게 해주고 가셨어요~ 너무 감사합니다! 12년되더니 망가져서 구매했어요~ 홈바없는걸 처음써보는데 그닥 불편하지 않네요~키가작은데..냉장 맨 윗칸은..제대로 활용은 못할듯해요.. 양문형보다 칸의 높이가 낮아서..높이가 있는 절임류의 병들은..수납이 아예 되지않네요..수납의 실용성은 양문형이 더 좋습니다~ 대신 자주사용하는 야채칸이나 신선칸이 허리굽히지 않아도되니 그건 또 편하네요~
부모님 댁에 사드렸는데 마음에 드신다고 합니다.빌라 3층이라 걱정했는데 사다리차로 잘 배송되었고 추가 비용도 없었습니다.넉넉히 사용하실 수 있을 것 같아서 좋네요. 가격대비 최고,21.04.02.,"부모님 댁에 사드렸는데 마음에 드신다고 합니다.
빌라 3층이라 걱정했는데 사다리차로 잘 배송되었고 추가 비용도 없었습니다.
넉넉히 사용하실 수 있을 것 같아서 좋네요.
가격대비 최고 제품입니다.
저희 집에서는 871S11E 모델을 사용하는데 거의 비슷해요. 가격은 이 제품이 훨씬 저렴하네요.
(몇몇 부분 좀 원가절감한 흔적은 보입니다만...)"
부모님댁에 선물해드렸어요. 주문후 10흘만에 배송되었습,21.08.25.,"부모님댁에 선물해드렸어요.
주문후 10흘만에 배송되었습니다.
어제 1시에 설치하고가셨는데... 2-3시간 지난후 음식물 넣으면 된다고하셔서 김치냉장고에 보관했던 냉동식품들 넣었다가.. 6시쯤보니 다~ 녹아서... 부모님께서 당황하셔서 문제있는거아니냐고 한바탕 소동이 있었네요.
출장서비스접수하고 오늘 엔지니어 분께서 오셔서 하시는말씀이... 냉동실이 -18도 제기능을 하기위해서는 하루가 지나야한다고 하네요 ㅜㅜ 3시간지나서 냉동식품 넣을경우 처음엔 녹는것이 당연하다구요.
설치하신분께서도... LG서비스센타 상담원도.. 인터넷 어디에도 이런 설명은 없었네요 ㅜㅜ
이런설명이 있었다면 정상적인상황이구나 이해하고 기다렸을텐데.. 어젯밤 부모님과 제가 받은 스트레스 생각하면... 지금도 아찔하네요.
처음 판매처에 문의했을때도 LG서비스센타에 문의하라고만하고... ㅜㅜ 자주 생기는 문의사항이라고 하던데.. 이런건 판매처나 설치기사님이나 상품상세설명에 기재되어야하는상황 아닌가싶네요."
부모님 이사하시면서 새 냉장고로 바꾸시느라 주문했어요.,21.06.01.,"부모님 이사하시면서 새 냉장고로 바꾸시느라 주문했어요. 합리적인 가격의 에너지효율 1등급 제품으로 찾다보니 이 모델이 딱인듯 해서 구매했어요. 홈바는 없지만 용량도 크고 메탈외관이 깔끔한 디자인이예요. 부모님도 정말 만족해하셨어요.
사실 타 몰에서 조금 더 저렴한 가격에 주문했는데 한 달이 지나도록 발송이 지연되어 주문 취소하고 sss.com에서 주문했는데 일주일도 안 되어 배송완료됐어요. 진작 여기서 주문할 것을...괜히 불안한 마음으로 기다리다 결국 이사날 지나서까지도 못 받고 ssg에서 설치하게 되었네요
굿 초이스였답니다^^"
신청 후 10일만에 냉장고가 배송됐습니다. 한여...,21.08.19.,"신청 후 10일만에 냉장고가 배송됐습니다.

한여름이라 빨리 배송되길 원했지만, 1:1 문의 글에 대한 쇼핑몰 답변은 다분히 형식적이었습니다.

그리고 배송 당일.

설치기사님이 박스 포장을 뜯고 냉장고 문을 열자 상단 흰색 테두리에 긁혀서 패인 자국이 있네요.

열흘을 기다려 받았는데 이게 뭡니까!

다시 가져가면 언제 교환품이 도착할지 모른다고 하는데 이걸 돌려보낼 수가 있겠습니까?

13년만에 새로 산 냉장고.

기대를 많이 했는데 썩 좋지 않은 기분으로 사용하게 되었습니다."
최고예요,21.09.16.,일요일에 구매했는데 월요일에 해피콜이 있었고 화요일 정오 쯤 설치가 완료 됐어요. 주택 2층이라 옮기는데 난관이 있었지만 잘 설치해 주셨고 흠이 없는지도 확인하고 냉장고에 대한 설명도 잘 해주셨어요. 음식을 아이스박스에 다 옮겨 놓긴했지만 상할까 많이 걱정됐는데 다행히 일찍 배송이 돼서 정말 다행이었어요. 설치한지 3일 째인데 잘 가동 되고 있고 이전에 쓰던 양문형 보다 상하4문이 정말 편하고 좋네요.
