date,star,like,comment
2021년 08월 24일,1,36.0,에어컨 리모컨기능 작년 버전으로 다시 돌려 놔주세요 뭔 업그레드 기능이 사용하기 더 허접하게 해놨음...? 앱 개발팀 일 안함...? 어찌 더 불편하게 해놓냐고요 겨우 만들어 논게 ㅋㅋ 다이얼 온도 조절 끝...? 취침 기능은 왜 안나오는대 ㅋㅋ아침까지 전기료 폭탄 만들려고...? ㅎㅎ 개판이내 ㅋㅋㅋ진짜 없어질 부서는 따로 있는대 ㅎㅎ 두번 다시 엘지꺼 사면 안산다 ㅎ NO재팬~NO엘지 ㅇㅋ...?
2021년 09월 02일,1,33.0,"씽큐가 정상적으로 작동을 안해서 몇시간 낑낑대면서 공유기 초기화하고 개난리 쳤는데 그래도 안되서 서비스센터 문의하니까 문제 파악도 안되고 있음. 전문 서비스 센터에서 전화준다길래 문제파악하고 전화주는건가 했는데 역시 문제파악도 못하고 있음. 기기들 다 삭제하고 다시 연결하고 있다니까 그렇게 해서 연결 안되면 수리기사 가야한다고 함. 수리기사 출장비는 대신 내주나? 멀쩡하던게 갑자기 안되면 지들 서버문제일수 있다는 생각을 안하나봄. 아예 기기들 다 삭제하도 계정 새로 파서 다시 연결하다가 아무리 생각해도 갑자기 안되는게 개별 사용자 ...
전체 리뷰"
2021년 09월 03일,3,22.0,"최근 구입한 물걸래 로봇청소기는 잘 연결되지만, 오래된 유준상 로봇청소기는 연결되지 않습니다. 이 앱 나오면서 잘 쓰던 전용앱이 없어졌는데, 신규앱에서는 계속 연결 진행 중인 상태로 진행이 더 이상 안 되네요. 구형 모델에서도 제대로 작동될 수 있도록해주기 바랍니다."
2021년 08월 21일,1,23.0,최근 급격하게 문제 발생 심하네요. 공유기 탓인줄 알고 초기화에 제품 까지 바꿨는데 똑같네요. 다른 가전은 괜찮은데 Lg 제품만 이러네요 1년정도 별 문제없이 작동했던거 같은데 근 몇주간 급격하게 연결을 제대로 못잡고 오늘은 하나씩 제품 초기화 하고 새로 잡으려니 아예 어플이 서버를 못잡고 경고 메시지만 뜨는데 저만 그런게 아니네요... 가전도 모바일 마냥 엉망인건지 이러면 Lg 가전을 누가믿고 사련지 개판이네요
2021년 08월 24일,1,21.0,8월초에 에어컨에너지모니터링문제로 1대1 문의남기고 얼마나 어디가 빠졌는지 내가 확인하고 알려줘도 아직까지도 반영이안됨 오류야 날수있다지만 앱관리 안하시는건지 엘지에서 손놓은건지 점점쓰는사람은 많아지는것같은데 앱은느리고... 점점 포기하게되는듯😡
2021년 08월 28일,2,2.0,"어플덕분에 스마트한 삶을 살게 되어서 개발자 분들께 감사합니다. 몇가지 요청사항 드립니다. 1. 에어컨 반복예약 설정 시, 켜짐과 꺼짐 각각 설정할 수 있도록 분리하면 더 좋겠습니다. 또한 공휴일도 제외나 포함 설정이 추가되었으면 좋겠습니다. 2. 위젯시 아이콘 크기를 줄이고 대신 기기를 더 보여줬으면 좋겠습니다."
2021년 08월 31일,4,,언제어디서든 핸드폰만 있으면 작동 및 완료 알림등 너무 편리해요
2021년 07월 18일,1,12.0,"업데이트이후 연결상태 너무 안좋음, 에어컨 바람세기조절 아무리바꿔도 안됨, 전원 종료시 자동건조기능 설정사항없어져 건조 안됨 업데이트전에도 그저그랬는데 쓰레기됐네요. 쓸데없는 고생들하신듯해요. 업데이트한거 후회중 다른분들도 절대 하지마세요."
2021년 07월 27일,1,5.0,하아....또 연결안됨....하......진짜.......날씨더워서 미리켜둘라하면 연결안됨..... 집에도착해서 눈앞에서 하면 또 되고... 밖에서만 하면 3번중 한번씩은 안되고... 답답하다.....어찌해야 하나.... 집에 인터넷도 다되고 컴터원격 부팅도 다 잘되는데 에어컨만 안되네...
2021년 07월 31일,1,9.0,갑자기 너무 안되네요. . 네트워크 연결도 안되고 다른사람이 사용중이라고 나오고ㅠ 저혼자 사용중인데요.. 해킹당한건가요ㅡㅡ 어쨌든 아예 콘트롤이 안됩니다. 있으나마나한 무용지물.. 빨리좀 해결해주세요!!!!~~~~
2021년 08월 03일,1,4.0,"LG 디오스 매직스페이스 냉장고 구매 후 오늘 오전에 설치받았습니다. 앱과 연결했더니 첫화면에서 ""작동 중""만 주구줄창 뜨고 터치하면 ""최적화 중""만 계속 뜨네요.. 얼마나 최적화를 진행시켜야 냉장고 컨트롤이 가능할까요....?"
2021년 08월 26일,4,2.0,"세탁기건조기스타일러 공기청정기3대까지 물려서 잘쓰고 있습니다만, 안드로이드에서 위젯 투명화조절 기능좀 넣어주세요. 삼성 씽즈랑 자동차 통신사 등등 위젯을 다 반투명하게 성정해놓고 쓰는데 이 앱만 하얗게 고정이라 모양새가 빠집니다. 기본적인 기능이니 추가부탁요"
2021년 08월 27일,1,2.0,아침에 일어나니 연결 끊어져있음.(스탠드에어컨). 다시 연결하려고 수차례 시도했으나 실패. 제품 제거후 다시 추가도 수차례 실패. 네트워크 인증 오류라고.
2021년 08월 26일,1,9.0,업뎃하고 나서 깔끔해진건 좋은데 왜 시도때도없이 연결이 끊기나요 그전엔 단한번도 끊긴적없는데?? 정수기는 왜 자꾸 등록자체를 초기화하는건가요? 이거 나만그런게 아니라 다른 평가보니 다 그러네 이정도면 서버 롤백하는게 나을거같습니다 진짜 삼성꺼보다 더 좋다고 생각했는데 지금은 그 어떤것보다 쓰레기라고 자부합니다.
2021년 08월 26일,5,4.0,안녕하세요 LG ThinQ를 아주 잘 사용하고 있는 사람입니다. LG ThinQ가 정말 너무 좋아요. 광고도 없고 제품등록도 잘 되는데 한가지 버그인지? 문제인지? 그런게 있어요. 뭐냐면 Wi-Fi기능이 없을때 사용하는 곳에서 식기세척기를 클릭한 다음 Tag On로고는 없다고 하고 스마트 진단 로고는 있다고 했어요. 그랬는데 로딩이 뜨다가 갑자기 없어졌어요. 이 문제만 수정해 주시면 정말 잘 사용하겠습니다. 정말 다이아몬드같은 앱이네요.
2021년 08월 26일,2,6.0,작년부터 앱을 잘쓰고있었습니다. 지금 에어컨쓰다가 앱을 업데이트 했는데 실망이네요. 다운그레이드 하고 싶습니다. ui변경이되면서 직관적이지 않은 화면으로 쓸데없는 터치가 늘어나 앱을 자주썼는데 리모콘으로 돌아가게 되었네요. 앱에서시간화면 설정 다이얼의 화면이 너무작아 선택하기도 너무 불편하네요. 시간도 1시간 단위가아닌 10분단위정도는 되야하지 않을까요?
2021년 08월 27일,1,1.0,"참 이상하네요, 업데이트하면 나아져야지 왜 퇴보하는지 모르겠어요, 티비 하나 연결하는데 열댓번은 넘게 시도하고 두번 성공해도 홈에는 다시 연결이 끊어져있고 앱 쓰지말란건가요?"
2021년 08월 29일,1,6.0,"에어컨 ,건조기 연결시켜놓은것들만 자꾸 와이파이가 연결안됨 이라고 뜨는데 댓글보니 업데이트 이후 이렇다는데 나만 이런게 아니면 답은 당연한거 아닌가? 어플 문제지 대처방안 답글보니 스크린샷을 찍어 뭘 어쩌구 저쩌라냐 업데이트 이후 어플이 안전성이 불안해졌는데 말같지않은 변명을 하지말고 어플 다시 리백 해라"
2021년 08월 31일,3,28.0,집 밖에서도 앱으로 기기 제어가 가능해서 유비쿼터스 시대임을 실감합니다. 하지만 아쉬운점도 있는데요 로긴 홈화면에서 기기의 상태가 리프레쉬 되지않으니 개선바랍니다.(에어컨의 경우 가동초기 온습도에서 더이상 변화되지않음. 개별기기 선택하면 제대로 나옴)
2021년 07월 20일,1,3.0,에너지 모니터링 전력 사용량이 정상적으로 집계가 되지 않음 벽걸이 에어컨이 1시간에 6.5KWh를 사용으로 집계되서 서비스센터 연락 했더니 앱오류라더군요. 어제도 또 한시간에 2.5KWh사용량이 나오고.. 이게 실제 사용량인지 앱 오류인지 알수가 없으면 뭐하러 기능을 지원을 하나요. 예전에는 이런 경우 없었는데 업데이트 되가면서 더 엉망이 되는거 같네요.
2021년 07월 27일,3,13.0,"공기청정기 메인화면에서 미세먼지 수치가 바로 보였는데, 왜 보통, 좋음, 나쁨 등으로 표시되게 바뀌었나요. 화면상단의 나무 아이콘 누르면 상세수치가 나오기는 하는데, 업뎃하고 더 번거로워졌네요."
2021년 08월 08일,1,1.0,기존 건조기완료후 음성으로완료되었다고안내해주는데 지금은 안되네요 이게뭡니까 그나마 그거하나제대로이용하고있었는데말이죠.. 이런이런 고객센터직원 몇번전화주시더니 이젠 연락안오시고.. 씽큐허브는 왜 와이파도조차도못잡고 이러는지요 진짜 제품 가격은 타사보다비싸게 판매하시면서 요즘처럼 폰으로 어플다운받아 이것저것 다할수있는시기에 이게뭐냐구여 아래글들처럼 와이파이이상인줄알고 공유기바꾸고 다해봐도 계속연결실패입니다 일대일문의삼기라는 답변은 왜그리많은지 어떻게 하면 개선되는지 방법이나알려달라고요
2021년 08월 10일,1,,"뭐야 나만 갑자기 안되는줄 알았는데 다그래요? 네트워크 끊기고 에어컨 눌러도 상세로 안들어가지고 홈화면 그대로, 홈에서 전원꺼도 안꺼짐 원격조종가능해서 이거산건데 원격조종안되면 무슨소용?"
2021년 08월 04일,1,3.0,"퓨리케어 정수기, 김치냉장고 연결이 안되요. 와이파이 모양만 깜박거리고 앱은 찾지를 못하고 공유기 2g로 해도 안되고 공유기 이름 영문으로 해도 안되고 전원 끄고 다시 해봐도 안되고 공기청정기 하나만 연결되고 할 수 있는게 없어요"
2021년 08월 05일,2,,앱에들어가면 알림이 떠있는데 화면에 알림이 안떠요....첨엔 팝업으로 잘뜨더니 안된지 꽤 됐음...세탁기 네번째 돌리는중...후....
2021년 08월 17일,1,3.0,업데이트 이후 잘 되던 제품 3개가 아예 연결도 안 됨. 나머지 제품은 되긴 되는데 업데이트가 아니라 다운그레이드 할거면 담당부서장 죄다 자르고 삼성 평사원을 영입해서 부서장으로 쓰는게 나을듯. 핸드폰도 말아먹더니 가전지원 어플쪽도 말아먹으려고 일부러 이러는건가?
2021년 08월 24일,1,1.0,업데이트 되고 잘 사용되던 모든 장비가 연결 끊김 발생. 공식 홈페이지에 기재된 방법 다 해보아도 연결 끊김발생. 차후 버전을고려해야겠네요. 실망 중
2021년 08월 29일,1,3.0,서버 정상화안함? 앱 접속도 5분째 안되더니 겨우 들어와서 제어하려니 가전위젯 제대로 뜨지도 않고 에어컨 키려 전원버튼 누르니 에어컨은 켜져있는데 온도제어 위에 버퍼링 돌더니 ㄲㅋㅋㅋ 꺼져있다고 전원키라해??????????? 더워서 짜증나는데 소중한 사용자경험 감사합니다
2021년 08월 31일,1,10.0,"업데이트가 점점 산으로갑니까??? 가로로 보면 더 최악이구만, 앱이 광고 하고 틀립니다. 직관력도 부족하고, 설정 하나하나 할려면 숨은 그림 찿기 입니다. 기존 앱으로 롤백 하는게 나을거 같습니다."
2021년 09월 03일,3,2.0,잘사용하고있어요. 실시간으로 사용량확인하고있는데 한달사용기간조회하는거 날짜설정기능추가하면 좋겠어요. 저희는 15일기준으로 나누어지다보니..ㅠㅠ 한달 날짜설정할수있게해주세요
2021년 09월 06일,4,,이번에 엘지 가전 싹 들이면서 앱으로 확인할 수 있고 제어할 수 있어서 너무 좋아요. 한가지 아쉬운점은 벽걸이 에어컨 에너지 모니터링이에요. 스탠드나 이동식 에어컨은 에너지 모니터링 나오는데.. 벽걸이만 없어서 아쉬워요.
2021년 07월 21일,4,1.0,휘센에어컨 앱 연동하면 자동건조 버튼도 있었는데 없어져서 불편하네요. 그리고 처음 에어컨 연동할때 에어컨리모컨 안되면 와이파이도 못켜는건가요? 기계내 와이파이 리모컨없이도 연결할수있게 해주세요.
2021년 07월 27일,2,4.0,로봇청소기때문에 사용중인데 샤오미 앱보다 못합니다 청소앱에서 지도 편집기능(구획분할/통합) 추가해주세요 그리고 확보된 지도상에서 헌재 움직이는 로봇청소기 위치를 실시간확인할수 있도록 해주세요 샤오미 참조하여서~
2021년 08월 04일,2,2.0,1. 제 지역은 서울특별시가 아닌데 날씨정보에 서울특별시로만 설정되고 변경할 수가 없네요. 2. 제품정보랑 구매정보를 이미 다 입력해놓은 상태인데 왜 또 갑자기 추가정보 등록하기가 나타나는지 모르겠습니다.
2021년 08월 05일,1,,시대가 어느땐데 아직도 lg는 lg의 제품만 삼성은 삼성의 제품만 어플기능을 지원하고 있다 컨트롤 정도는 아니더라고 전원이나 알람기능만 호환될 수 있는 기술력이 있을텐데 시대에 뒤쳐지고 있는 것 같다. 어플 호환성을 위해 전부 엘지생태계로 구성하는 소비자보다 필요한 제품들 중 다른 제조사 제품도 알람기능이 지원한다면 그 제품을 구매할 소비자가 더 많다는 걸 왜 모를까?
2021년 07월 08일,1,,시스템에어컨 연결이 메뉴얼대로 해도 2대중 1대만 되고 그나마 연결됐던 1대도 앱에서 동작해도 먹통이라 지우고 재연결 하려하니 안되네요 문제가 많네요 리뷰보니. 앱 관련 문제 좀 신속하게 해주시죠
2021년 07월 14일,1,6.0,네트워크 연결이 너무 불안해요 툭하면 끊기고 너무 버벅대고 느립니다 네트워크 안정화좀 시켜주세요 에어컨 구매할때부터 별도 리모콘 사용안하고 어플로만 사용했는데 요즘엔 연결이 자꾸 끊겨서 온도조절을 못합니다. 다른 후기도 네트워크에 대한 문제를 제기하는데 왜 개선이 안되는지 모르겠네요 제품 판매만 하지 말고 사후관리도 신경써주셨으면 좋겠습니다.
2021년 08월 04일,3,,앱 실행할 때마다 연결 안 됨으로 뜨는 기기가 매번 바뀌네요. 그중에 시스템 에어컨은 제대로 연결되는 걸 본지가 언제인지.. 업데이트로 나아질 거라 믿습니다
2021년 08월 05일,1,13.0,"에어컨 외부에서 켤때마다 짜증이 납니다. 좀 직관적으로 한눈에 보이도록하고, 조정하게 하면 안됩니까? 버튼을 또 눌러 바람세기 조정하고 등등... 쓸데없는 터치를 하게 만들었답니까!"
2021년 08월 26일,1,6.0,이 끔찍한 앱은 가전기기와 폰을 연결하는 역할을 하는 주제에 잠깐 다른 앱을 켜면 그대로 접속을 끊어버립니다. 최악의 사용환경을 제공하기에는 너무 충분. 로봇청소기 도면을 그리고 얌전히 두시간동알 티비를 보고있으려 해도 폰이 절전모드로 들어가면서 연결해제됌 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 한번이라도 가정에서 써보고 출시했니 네시간동안 씨름중. 올해들어 올만에 사람 빡치게하네
2021년 08월 05일,1,5.0,워시타워 계속 연결안되고 코스 설정도 못하고.. 그냥 앱없이 예전처럼 가전에 코스 다 있음 좋겠음ㅡㅡ 날 더워 죽겠는데 빨래한번 할라다 열받아서 죽겠음ㅡㅡ 진짜 매번 환장하긋네 앱 왜 만든거임? 앱으로만 코스 설정해야되믄 할머니 할아버지들은 워시타워 쓰지도 말란건가 이노무 앱 별 하나도 아깝네 진짜....
2021년 08월 10일,1,,로봇청소기 등록완료뜨고 홈으로가면 로딩표시뜨다가 시간지나면 연결실패만 계속나오는데요 왜 이런건가요?
2021년 09월 08일,2,,원래쓰던게 없어지고 이걸 추천해주길래 쓰고있는데... 전에껏도 그렇고 이것도 그렇고 티비 채널은 왜 작동이안되나요;;;;; 제기능을 다 못하는거 같아요 리모컨의 기본이 음량과 채널 아닌가여.. 하나같이 왜 채널이안되는지..
2021년 08월 18일,3,1.0,제습기 첫 등록시에는 잘 되다가 다음날부터 버퍼링 오지네요. 모드 변경시에 제습기는 신호 받아서 그대로 동작은 하는데 앱에서는 버퍼링 계속돌고 제품응답이 없다고 뜹니다.
2021년 08월 24일,2,2.0,업데이트되면 청소기 m9 카메라가 외부서 볼수가 없어요 업데이트때마다 다시 리모컨 뷰어잠금이나 청소기본체에 모드버튼3초이상 누르라는 메세지뜨는데 수정부탁드려요 정작필요할때 집에 사람도없는데 어플업데이트됨 카메라 작동안되니 이기능땜에 일부러산 청소기인데 홈cctv로봇청소기 또 고민하게되네요
2021년 07월 22일,4,1.0,에어컨 시간 예약기능에서 켜짐과 꺼짐예약을 분리해주세요 보통 집에들어가서 켜고 아침에 일어나서 끈다면 켜는시간은 불규칙한데 끄는시간은 규칙적일겁니다 이때 정기적이거나 깜박한거 끄려고 꺼짐예약 한다고 1분전에 켜고 다시 꺼짐으로 예약하는게 말도 안되네요 1:1에도 남겼는데 예약 분리 부탁드립니다
2021년 07월 27일,3,11.0,"확실히 예전 초기 때보단 사용도 편리해졌다. 하지만 아직 갈 길이 멀다. lg thinQ, 삼성 smartthings 모두 사용하는데 아직 삼성에 비해 편리성도 떨어지고 사소한 오류들이 많다. 제품 연결 오류도 자주 일어나고 연결 자체가 끊어지는 경우도 빈번하다.(실제로 끊어진 것도 아님에도...) 희망적인 것은 초기 때보다 확실히 상향되었다는 점이다. 초기 thinQ는 정말 사용도 불편하고 오류도 더 많았지만 확실히 개선되었다. 앞으로 조금 더 개선되면 더 좋은 앱이 될 수 있을 듯 하다."
2021년 08월 12일,1,,이번 업데이트 하지마세요 무슨 ㅋㅋㅋ 연결안됨 천지에요 아니 그리고 타일 선택 창에선 왜 삭제를 못하게 해놔서 어플을 지웠다 다시 설치하게 만듭니까? 효율성 밑바닥이네요
